DepartureAirportName,ArrivalAirportName,Duration,CompanyName,EconomyClassPrice,BusinessClassPrice,FirstClassPrice,WeekDaysOfFlight,DepartureHours,,
Cherkasy International Airport,Platov International Airport,469,Enter Air,526,2079,3907,Wednesday Sunday,05:09 08:43 14:28,,
Cherkasy International Airport,Platov International Airport,70,Icelandair Group,106,2798,1847,Thursday,21:28 11:31 17:15,,
Cherkasy International Airport,Platov International Airport,483,Norwegian Air Shuttle ASA,476,2135,2586,Saturday,04:11 00:43 16:21,,
Cherkasy International Airport,Platov International Airport,459,Red Wings Airlines,242,1934,1616,Monday Wednesday Thursday Sunday,23:15 12:27,,
Dnipropetrovsk International Airport,Platov International Airport,181,Blue Air,832,1021,3924,Monday Sunday,23:07 15:49,,
Dnipropetrovsk International Airport,Platov International Airport,402,Yamal Airlines,98,1936,3887,Monday Tuesday Wednesday Friday Sunday,12:11 11:56,,
Dnipropetrovsk International Airport,Platov International Airport,427,Air Astana,93,973,1516,Monday Thursday Friday Saturday Sunday,16:21 11:42,,
Dnipropetrovsk International Airport,Platov International Airport,105,EasyJet,614,1292,2506,Tuesday Wednesday Thursday Saturday Sunday,00:19 02:57 08:15,,
Dnipropetrovsk International Airport,Platov International Airport,135,I-Fly,936,2939,3490,Monday Saturday,08:24 19:23 22:11,,
Dnipropetrovsk International Airport,Platov International Airport,267,Pegas Fly,85,2941,3481,Tuesday Friday Sunday,15:19 20:01 19:11,,
Domodedovo International Airport,Platov International Airport,100,Blue Air,583,1382,1602,Monday Tuesday Thursday Friday Saturday Sunday,21:11,,
Domodedovo International Airport,Platov International Airport,178,TUI Airways,648,1981,4357,Monday Tuesday Wednesday Thursday Friday Saturday Sunday,03:18,,
Domodedovo International Airport,Platov International Airport,236,Ryanair,96,1249,2745,Tuesday Wednesday Thursday Saturday,01:04 14:08 15:57,,
Domodedovo International Airport,Platov International Airport,237,TAP Air Portugal,136,1931,2537,Monday Tuesday Thursday Friday Saturday Sunday,10:22 08:29 08:18,,
Domodedovo International Airport,Platov International Airport,129,Ukraine International Airlines,739,2324,4385,Tuesday Wednesday Saturday Sunday,16:27 16:44 09:59,,
Domodedovo International Airport,Platov International Airport,207,Wizz Air,168,1436,4020,Tuesday Thursday Saturday Sunday,12:56 20:31,,
Exeter International Airport,Platov International Airport,354,International Airlines Group,164,2313,2720,Tuesday Thursday Friday,15:22 03:59 16:27,,
Exeter International Airport,Platov International Airport,497,Jet2.com,976,1278,1986,Monday Wednesday Sunday,12:04,,
Exeter International Airport,Platov International Airport,386,Aeroflot Group,808,1266,2742,Monday Tuesday Wednesday Thursday Friday Saturday Sunday,22:18 21:47 15:50,,
Exeter International Airport,Platov International Airport,153,Belavia,726,2662,2377,Monday Tuesday Wednesday Thursday Friday Sunday,02:07 04:16,,
Exeter International Airport,Platov International Airport,76,Red Wings Airlines,807,1042,1405,Monday Wednesday Friday Saturday,22:58 18:36 05:51,,
Exeter International Airport,Platov International Airport,90,Ukraine International Airlines,337,1739,3473,Friday Sunday,00:32 17:25 17:53,,
Il Caravaggio International Airport,Platov International Airport,160,Ryanair,928,2983,3968,Wednesday Thursday Friday Saturday Sunday,12:09 12:02 05:19,,
Il Caravaggio International Airport,Platov International Airport,504,Air Astana,93,2064,3964,Monday Thursday Sunday,07:09 04:00,,
Il Caravaggio International Airport,Platov International Airport,282,Volotea,312,1388,3307,Monday Tuesday Thursday Saturday Sunday,04:48 11:56 19:22,,
Kazan International Airport,Platov International Airport,147,Windrose,964,1628,2131,Monday Saturday,17:31,,
Kazan International Airport,Platov International Airport,282,Jet2.com,236,1114,3991,Monday Wednesday Thursday Friday Sunday,02:47 03:07,,
Kazan International Airport,Platov International Airport,273,Azerbaijan Airlines,710,1737,2412,Tuesday Thursday Saturday Sunday,07:29 22:05 22:42,,
Kazan International Airport,Platov International Airport,509,Azimuth,944,2573,3758,Wednesday Friday Saturday,07:33 23:14 16:05,,
Kazan International Airport,Platov International Airport,450,Ryanair,575,1341,2970,Tuesday Friday Saturday Sunday,03:30 11:04,,
Kazan International Airport,Platov International Airport,116,SkyUp,259,1519,2252,Wednesday Saturday,02:38 02:18 23:50,,
Kherson International Airport,Platov International Airport,176,TAROM,796,2208,3193,Monday Tuesday Thursday,15:34,,
Kherson International Airport,Platov International Airport,325,Ryanair,539,1774,3702,Wednesday Friday,02:05 16:05 18:29,,
Kherson International Airport,Platov International Airport,85,Turkish Airlines,930,1073,1523,Monday Wednesday Thursday Saturday,14:03 16:42 01:18,,
Lviv International Airport,Platov International Airport,194,Azimuth,414,2426,4241,Monday Friday Saturday Sunday,02:18 22:26 15:14,,
Lviv International Airport,Platov International Airport,63,Aeroflot Group,298,2357,1411,Tuesday Saturday,12:29 08:22,,
Lviv International Airport,Platov International Airport,450,Belavia,549,1709,3041,Wednesday Thursday Friday Sunday,19:02 17:47,,
Malpensa International Airport,Platov International Airport,225,Yamal Airlines,996,1099,4167,Wednesday Thursday Saturday Sunday,14:30 03:16,,
Malpensa International Airport,Platov International Airport,282,Air Serbia,916,2599,1493,Monday Tuesday Wednesday Sunday,04:20 21:11 14:32,,
Malpensa International Airport,Platov International Airport,241,Aeroflot Group,934,2457,2477,Tuesday Friday Saturday,06:11 11:36,,
Malpensa International Airport,Platov International Airport,369,TUI Airways,111,1227,2356,Monday Wednesday Saturday Sunday,00:50 13:38 01:34,,
Malpensa International Airport,Platov International Airport,475,Volotea,334,2643,2747,Tuesday Wednesday Friday,09:47 17:26 06:39,,
Malpensa International Airport,Platov International Airport,496,Wizz Air,267,1719,1975,Monday Tuesday Thursday Friday Saturday,08:27 05:48,,
Malta International Airport,Platov International Airport,400,I-Fly,623,769,3050,Tuesday Sunday,17:47 19:33 09:58,,
Malta International Airport,Platov International Airport,109,Azimuth,388,2280,3943,Tuesday Wednesday Thursday Friday Saturday,05:03 21:00 09:36,,
Malta International Airport,Platov International Airport,156,Pegasus Airlines,784,1959,3125,Monday Tuesday Thursday Saturday,12:18 07:18 14:03,,
Mărculeşti International Airport,Platov International Airport,422,Nordwind Airlines,969,1211,2254,Monday Wednesday Friday Saturday Sunday,13:19 01:48 20:47,,
Mărculeşti International Airport,Platov International Airport,494,Luxair,104,1035,2495,Tuesday Friday,13:40,,
Mărculeşti International Airport,Platov International Airport,180,Blue Air,115,1793,3496,Tuesday Wednesday Thursday Friday Saturday,06:59 06:17 12:02,,
Mărculeşti International Airport,Platov International Airport,414,LOT Polish Airlines,173,1292,1677,Thursday,18:56 08:46 05:48,,
Mărculeşti International Airport,Platov International Airport,223,SmartWings Group,490,2726,3212,Saturday,16:02 21:24 06:19,,
Mărculeşti International Airport,Platov International Airport,410,UTair Aviation,431,750,2554,Thursday Friday Saturday,17:29 06:12,,
Naples International Airport,Platov International Airport,144,Azimuth,950,2623,4428,Wednesday Thursday Friday Saturday Sunday,19:23,,
Naples International Airport,Platov International Airport,186,Air Serbia,891,2948,2785,Tuesday Friday,20:30 04:51 03:57,,
Naples International Airport,Platov International Airport,355,Bulgaria Air,627,1337,3940,Tuesday Friday Saturday Sunday,15:02 18:50 14:11,,
Naples International Airport,Platov International Airport,443,Air Astana,332,2629,1454,Monday Tuesday Wednesday Friday Sunday,01:29 06:05 07:46,,
Naples International Airport,Platov International Airport,415,Croatia Airlines,712,1369,2813,Tuesday Wednesday Thursday Friday Sunday,12:01 13:14 18:41,,
Naples International Airport,Platov International Airport,130,Lufthansa Group,414,1695,3564,Tuesday Wednesday Thursday Friday,13:28 20:15 10:04,,
Naples International Airport,Platov International Airport,257,NordStar,140,2722,2093,Tuesday Saturday Sunday,17:55 07:01 07:25,,
Naples International Airport,Platov International Airport,204,Smartavia,395,2650,3320,Monday Tuesday Wednesday Friday Saturday Sunday,10:51 11:15 20:43,,
Naples International Airport,Platov International Airport,441,Volotea,646,2503,4064,Tuesday Sunday,13:22,,
Odessa International Airport,Platov International Airport,74,Sky Express,745,1356,4098,Monday Tuesday Wednesday Thursday Friday Saturday Sunday,08:25 08:15,,
Odessa International Airport,Platov International Airport,218,Azimuth,828,980,2382,Tuesday Thursday Friday,12:06 08:48 09:33,,
Odessa International Airport,Platov International Airport,241,Azerbaijan Airlines,263,1717,2956,Monday Wednesday Thursday Friday Sunday,15:20 09:02 08:56,,
Odessa International Airport,Platov International Airport,109,EasyJet,272,2688,3676,Tuesday Thursday Friday Sunday,23:37 07:20 09:23,,
Odessa International Airport,Platov International Airport,351,Lufthansa Group,226,2816,2427,Monday Tuesday Wednesday Sunday,16:45 23:07 22:55,,
Odessa International Airport,Platov International Airport,325,Royal Flight,688,1114,2080,Thursday Friday Sunday,22:47 22:59 14:48,,
Ostafyevo International Airport,Platov International Airport,241,LOT Polish Airlines,977,1514,3250,Tuesday Thursday Sunday,05:35 03:24 11:53,,
Ostafyevo International Airport,Platov International Airport,292,Air Europa,289,2931,1589,Monday Wednesday Friday Saturday Sunday,10:07 07:33,,
Ostafyevo International Airport,Platov International Airport,342,TAP Air Portugal,845,1407,3112,Monday Wednesday Thursday Sunday,03:29 01:59 06:31,,
Ostend-Bruges International Airport,Platov International Airport,110,Red Wings Airlines,314,1476,4288,Monday Saturday Sunday,15:18 22:34,,
Ostend-Bruges International Airport,Platov International Airport,117,Luxair,169,1082,1726,Tuesday Sunday,06:32 23:58 22:54,,
Ostend-Bruges International Airport,Platov International Airport,173,Air Malta,318,2042,1329,Tuesday Wednesday Friday,12:38 07:20 19:10,,
Ostend-Bruges International Airport,Platov International Airport,189,Blue Air,535,814,3045,Monday Saturday,01:49 04:57 10:46,,
Ostend-Bruges International Airport,Platov International Airport,358,LOT Polish Airlines,333,1983,4066,Friday Saturday,17:47 02:05 21:46,,
Ostend-Bruges International Airport,Platov International Airport,198,S7 Airlines,748,2084,4097,Tuesday Wednesday Sunday,18:57 07:24 19:45,,
Pescara International Airport,Platov International Airport,136,Smartavia,916,2549,3210,Tuesday Wednesday Saturday Sunday,02:07,,
Pescara International Airport,Platov International Airport,328,TAROM,681,1460,3929,Tuesday Thursday Friday Saturday Sunday,07:47,,
Pescara International Airport,Platov International Airport,303,Air Astana,696,1516,2235,Monday Tuesday Wednesday Friday Saturday,00:00,,
Pescara International Airport,Platov International Airport,504,Luxair,619,2014,2908,Wednesday Saturday Sunday,06:00 22:54,,
Pescara International Airport,Platov International Airport,85,Norwegian Air Shuttle ASA,553,1759,3087,Monday Thursday Friday Saturday Sunday,18:12 00:09 01:46,,
Pescara International Airport,Platov International Airport,462,SAS Group,169,2005,1485,Friday,10:37 18:02 10:18,,
Rivne International Airport,Platov International Airport,384,Sky Express,663,1705,3268,Thursday Friday,04:02 20:34 19:17,,
Rivne International Airport,Platov International Airport,112,Belavia,926,1316,1415,Tuesday Wednesday Thursday Saturday Sunday,14:29 09:46,,
Rivne International Airport,Platov International Airport,443,Luxair,999,2681,3380,Monday Tuesday Thursday Saturday,00:48 10:12 00:01,,
Sheremetyevo International Airport,Platov International Airport,122,Turkish Airlines,734,2340,4236,Monday Thursday Saturday,03:45 20:39 13:44,,
Sheremetyevo International Airport,Platov International Airport,387,Red Wings Airlines,434,1412,2985,Tuesday Friday,15:54 23:46,,
Sheremetyevo International Airport,Platov International Airport,357,EasyJet,581,1344,3278,Wednesday Friday Saturday Sunday,03:58 16:20 11:28,,
Sheremetyevo International Airport,Platov International Airport,223,Nordwind Airlines,159,2903,4076,Friday,16:54 13:35 20:56,,
Sheremetyevo International Airport,Platov International Airport,396,Pegasus Airlines,116,1798,2968,Saturday,14:12 16:38 16:25,,
Sheremetyevo International Airport,Platov International Airport,509,S7 Airlines,263,1672,2319,Sunday,15:37 04:28 01:00,,
Sochi International Airport,Platov International Airport,67,Air France-KLM,992,2656,4359,Monday Tuesday Wednesday,06:56 09:03,,
Sochi International Airport,Platov International Airport,453,Ukraine International Airlines,103,1468,2089,Tuesday Friday Saturday Sunday,09:10 01:39,,
Sochi International Airport,Platov International Airport,370,Aeroflot Group,931,2679,2882,Friday Saturday Sunday,06:36 19:25 05:27,,
Sochi International Airport,Platov International Airport,276,Air Astana,746,842,3461,Sunday,05:18 20:59 04:42,,
Sochi International Airport,Platov International Airport,389,Lufthansa Group,873,2424,3934,Thursday Saturday Sunday,22:08 21:32,,
Sochi International Airport,Platov International Airport,175,Pegas Fly,409,2528,1378,Monday Tuesday Thursday,07:43 13:36,,
Ternopil International Airport,Platov International Airport,183,SmartWings Group,680,2474,2216,Monday Wednesday Thursday Friday Saturday Sunday,21:57,,
Ternopil International Airport,Platov International Airport,438,SAS Group,231,1334,3565,Monday Tuesday Wednesday Friday Saturday Sunday,00:12 05:57,,
Ternopil International Airport,Platov International Airport,253,AirBaltic,405,2516,2168,Tuesday Wednesday Saturday,16:51 17:34 19:28,,
Ternopil International Airport,Platov International Airport,259,Sky Express,127,2162,3462,Saturday Sunday,13:32 00:05 01:51,,
Ternopil International Airport,Platov International Airport,185,TUI Airways,523,2306,3310,Monday Wednesday Thursday Saturday,11:28 21:01 03:24,,
Ternopil International Airport,Platov International Airport,340,Ural Airlines,176,2691,3338,Thursday Friday Saturday Sunday,09:50 09:36 23:23,,
Tirana International Airport Mother Teresa,Platov International Airport,481,Air Serbia,201,1876,4347,Tuesday Friday Saturday Sunday,18:44,,
Tirana International Airport Mother Teresa,Platov International Airport,436,Nordwind Airlines,319,1037,3234,Thursday Saturday Sunday,19:23 13:56,,
Tirana International Airport Mother Teresa,Platov International Airport,398,Smartavia,904,2337,2058,Monday Sunday,23:19,,
Vienna International Airport,Platov International Airport,87,Jet2.com,571,2962,2557,Tuesday Thursday Saturday,21:27 12:28,,
Vienna International Airport,Platov International Airport,104,Sky Express,100,1277,3934,Wednesday Friday Saturday Sunday,21:09 17:49,,
Vienna International Airport,Platov International Airport,108,AirBaltic,204,1948,1889,Tuesday Thursday Saturday,22:35 09:20,,
Vienna International Airport,Platov International Airport,141,Azerbaijan Airlines,156,2880,2558,Monday Thursday Friday Saturday Sunday,00:51 19:17,,
Vienna International Airport,Platov International Airport,331,Enter Air,924,1389,3589,Monday Tuesday Wednesday Thursday,03:11 23:57 01:10,,
Vienna International Airport,Platov International Airport,425,Windrose,691,2948,4231,Monday Saturday,06:08 23:47 03:57,,
Villanova D'Albenga International Airport,Platov International Airport,271,AirBaltic,456,958,2788,Thursday Saturday,09:35 12:45,,
